date,actual_rv,forecast_rv,forecast_std,error,abs_error,p_calm,p_stress,regime,regime_stability,actual_direction,forecast_direction
2025-03-03,0.2818935833451234,0.2484272719896651,0.13098915073307532,-0.03346631135545827,0.03346631135545827,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,0
2025-03-04,0.2524862612158702,0.26796935118594295,0.11770864073389775,0.01548308997007275,0.01548308997007275,0.9891629219055176,0.010837418958544731,CALM,0.9991937875747681,0,1
2025-03-05,0.28232221101809196,0.2533404022437399,0.12867176430049912,-0.02898180877435208,0.02898180877435208,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-03-06,0.2766214464706559,0.2740633807846024,0.12559289644828495,-0.00255806568605349,0.00255806568605349,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-07,0.2700577973805987,0.23438485766624617,0.12527778943881687,-0.035672939714352536,0.035672939714352536,0.9891629219055176,0.010837411507964134,CALM,0.9991937875747681,0,0
2025-03-10,0.32880111446730564,0.23561093646971162,0.1286187067125813,-0.09319017799759402,0.09319017799759402,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-03-11,0.3338348241387343,0.253620448515841,0.14087505726387514,-0.0802143756228933,0.0802143756228933,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-03-12,0.2820914464319636,0.23257831233138482,0.12766962200105098,-0.04951313410057878,0.04951313410057878,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,0
2025-03-13,0.3092937711212772,0.2549432359293149,0.12263885874592897,-0.05435053519196231,0.05435053519196231,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-03-14,0.14835805357390397,0.25759418773062315,0.1396627375308246,0.10923613415671918,0.10923613415671918,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-17,0.24690386751773677,0.2240910462490503,0.11683142406886916,-0.022812821268686473,0.022812821268686473,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-03-18,0.14843691544253004,0.255042854176456,0.11404221659052599,0.10660593873392596,0.10660593873392596,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-19,0.2110013810025539,0.23193394148294152,0.1377100145950518,0.020932560480387635,0.020932560480387635,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-03-20,0.2043557200896897,0.24865441086310636,0.12442684694225029,0.044298690773416666,0.044298690773416666,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-21,0.26874250014176454,0.23047281509209924,0.13147044862155527,-0.0382696850496653,0.0382696850496653,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-03-24,0.24693348821405844,0.23478554342870595,0.1316266056645797,-0.012147944785352499,0.012147944785352499,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-25,0.0872981200281886,0.26942167733170613,0.09885724314428614,0.18212355730351754,0.18212355730351754,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-03-26,0.202756032003539,0.23295922610697126,0.1268311163685989,0.03020319410343225,0.03020319410343225,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-03-27,0.11602368983390583,0.25788469751923776,0.12603428179012485,0.14186100768533194,0.14186100768533194,0.9891629219055176,0.010837418027222157,CALM,0.9991937875747681,0,1
2025-03-28,0.2580423705625745,0.2380411884822729,0.1276017722631723,-0.020001182080301605,0.020001182080301605,0.9891629219055176,0.010837423615157604,CALM,0.9991937875747681,1,0
2025-03-31,0.33484713487549106,0.2464066267079618,0.09975521178731256,-0.08844050816752927,0.08844050816752927,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-04-01,0.24209990931046785,0.26194641382172434,0.15119752716616724,0.019846504511256496,0.019846504511256496,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-04-02,0.4048197124317062,0.23785598448864195,0.12262061323766629,-0.16696372794306427,0.16696372794306427,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-04-03,0.36031263169883215,0.24123537582418353,0.15014194534055594,-0.11907725587464862,0.11907725587464862,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-04-04,0.7964904572637351,0.22397801938345688,0.10989877544984102,-0.5725124378802783,0.5725124378802783,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-04-07,0.9228975808637014,0.25435515447306994,0.10778419822555053,-0.6685424263906314,0.6685424263906314,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-04-08,0.547294010870102,0.22325810159766543,0.13101749373369967,-0.32403590927243653,0.32403590927243653,0.9891629219055176,0.010837409645318985,CALM,0.9991937875747681,0,0
2025-04-09,0.9262976161960482,0.24407844952532334,0.12743737171968553,-0.6822191666707249,0.6822191666707249,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-04-10,0.5036483914304767,0.25101198336580555,0.12347836696627512,-0.25263640806467114,0.25263640806467114,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-04-11,0.2707996027123659,0.23243911971209177,0.10765044026920705,-0.03836048300027414,0.03836048300027414,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,0
2025-04-14,0.39949211030224335,0.2389360834673235,0.1464453560328476,-0.16055602683491985,0.16055602683491985,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-04-15,0.1991504235886123,0.2308414441820908,0.1451538318561657,0.0316910205934785,0.0316910205934785,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,0
2025-04-16,0.346265537684816,0.2630529406393338,0.11869336505794814,-0.08321259704548217,0.08321259704548217,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,1
2025-04-17,0.19548887698902015,0.25983068282565097,0.10687044280171593,0.06434180583663082,0.06434180583663082,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,0
2025-04-21,0.33453556966151504,0.25810898677530153,0.12691352750208193,-0.07642658288621351,0.07642658288621351,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-04-22,0.418830390153543,0.21892669412482885,0.12046146063732369,-0.19990369602871416,0.19990369602871416,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-04-23,0.2642732114434415,0.24757138518315663,0.10232673037989458,-0.01670182626028488,0.01670182626028488,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
2025-04-24,0.35252145120804523,0.2276124581880415,0.1286109326778789,-0.12490899302000374,0.12490899302000374,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,1,0
2025-04-25,0.17250738726196913,0.23070317209364688,0.13163638487507023,0.058195784831677755,0.058195784831677755,0.9991940855979919,0.0008061978151090443,CALM,0.9991937875747681,0,1
