entry_date,exit_date,days_held,strike,entry_iv,exit_iv,iv_change,iv_change_pct,entry_credit,exit_cost,option_pnl,gamma_pnl,theta_pnl,delta_hedge_pnl,hedge_pnl,gross_pnl,entry_tc,exit_tc,hedge_rebalance_costs,hedge_unwind_cost,net_pnl,garch_forecast,num_straddles,iv_entry_percentile,exit_reason
2020-07-02,2020-07-09,7,297.5,0.3383552509639974,0.3837177002137211,0.04536244924972371,4.5362449249723715,5650.0,5780.0,-130.0,-261.62732588676124,289.80029529705604,-236.7676128450134,-238.68407774487554,-368.68407774487554,2.8339000000000003,2.83468,2.269496458510671,0.35384519331306824,-374.70650293818863,0.23642222811932065,2,50.0,Day 7 stop loss (IV 4.5%)
2020-07-20,2020-07-24,4,302.5,0.31881060063998473,0.28022116114497597,-0.03858943949500876,-3.858943949500876,7425.0,6502.499999999998,922.5000000000018,-95.39099791266494,366.9160626398083,-121.26681679800538,-123.11351272998317,799.3864872700186,4.24455,4.239015,2.201236147448418,0.35093757633300177,790.5519846936857,0.23642222811932065,3,50.0,Day 4 take profit (IV -3.9%)
2020-07-27,2020-08-11,15,297.5,0.30412618047299544,0.3474780063231381,0.04335182585014263,4.335182585014263,7080.0,7965.0,-885.0,-586.8482945884373,1059.2580633866446,988.5788271392253,984.2153158947966,99.21531589479662,4.2424800000000005,4.24779,4.7182736508795795,1.9808475447130078,88.74419835008362,0.2205580148956164,3,50.0,Day 15 stop loss (IV 4.3%)
2020-08-12,2020-08-18,6,322.5,0.2561596156932816,0.21441063481619504,-0.04174898087708656,-4.174898087708656,7117.5,6135.0,982.5,-127.66063445935879,305.7702781006729,-46.059713375647874,-48.19774505750163,934.3022549424984,4.242705,4.23681,2.4904848252605483,0.3603267326662223,925.4624132098322,0.2205580148956164,3,50.0,Day 6 take profit (IV -4.2%)
2020-09-24,2020-10-02,8,292.5,0.36569545917924207,0.4083651165247595,0.04266965734551742,4.266965734551742,5825.0,6734.999999999999,-909.9999999999991,-332.65103639999825,421.21640421132054,680.8235592346584,678.6520922856471,-231.347907714352,2.83495,2.8404100000000003,2.5240712442025544,1.1392925525443396,-238.16256026689632,0.20695652792872057,2,91.66666666666666,Day 8 stop loss (IV 4.3%)
2020-10-05,2020-10-12,7,317.5,0.35198933689200457,0.3377677446087078,-0.01422159228329678,-1.422159228329678,5805.0,5615.0,190.0,-274.7517224520946,375.763157215721,187.53800901158323,185.59114890895933,375.5911489089593,2.83483,2.8336900000000003,2.299722685028416,1.0001507910017788,368.92247811795755,0.20695652792872057,2,83.78378378378379,Earnings in 2d - forced exit (2020-10-14)
2020-10-28,2020-10-29,1,307.5,0.3928343848930689,0.3519211640326043,-0.04091322086046456,-4.091322086046456,6165.000000000001,5420.0,745.0000000000009,-38.47608394694156,73.84979519345038,-55.84200817739758,-56.37852523643184,688.621474763569,2.83699,2.83252,0.8893606312061951,0.3519021907841303,682.6000625727849,0.2982677889647739,2,97.95918367346938,Day 1 take profit (IV -4.1%)
2020-10-30,2020-11-02,3,305.0,0.35260801078050086,0.3135994096375048,-0.039008601142996036,-3.9008601142996033,6305.0,5750.0,555.0,-105.47847459512074,62.77898140473337,77.98286832594974,77.6259491968124,632.6259491968124,2.8378300000000003,2.8345000000000002,0.7094183161581946,0.7527218131460648,626.2008973836662,0.2982677889647739,2,86.0,Day 3 take profit (IV -3.9%)
2021-01-27,2021-02-02,6,332.5,0.3441877537736767,0.2945227426111877,-0.049665011162489,-4.9665011162489,5755.0,4680.0,1075.0,-162.21727438978485,304.8377346553334,-18.853502985874712,-20.468860522560476,1054.5311394774394,2.8345300000000004,2.8280800000000004,1.9679947329535037,0.759858324068594,1048.1086711533708,0.23524083277967633,2,89.81481481481481,Day 6 take profit (IV -5.0%)
2021-09-10,2021-09-20,10,405.0,0.24620064483542112,0.2878965271244928,0.0416958822890717,4.16958822890717,7950.0,8662.5,-712.5,-712.1874834898399,629.5140330316457,-406.187162068579,-409.13195973394784,-1121.631959733948,4.2477,4.251975,3.295970504186274,1.1074230064611086,-1131.239057740409,0.19327075565218924,3,48.41269841269841,Day 10 stop loss (IV 4.2%)
2021-09-21,2021-09-24,3,410.0,0.2674373401517403,0.23698008091604048,-0.030457259235699835,-3.0457259235699836,5615.0,4665.000000000001,949.9999999999991,-32.95535458761982,202.435905180445,-66.05128411986944,-67.41725411175508,882.5827458882441,2.8336900000000003,2.8279900000000002,1.7199660434953292,0.3519010711159075,876.5691648171281,0.2101785711627969,2,59.523809523809526,Day 3 take profit (IV -3.0%)
2021-09-27,2021-09-30,3,405.0,0.24506528619511966,0.2902682704268924,0.04520298423177274,4.520298423177274,7695.0,9082.5,-1387.5,-528.0016632374446,310.5315689797567,69.00078957942554,66.75247820759725,-1320.7475217924027,4.24617,4.254495,2.601327028144979,0.36620883546572486,-1329.6143956278681,0.2101785711627969,3,48.01587301587302,Day 3 stop loss (IV 4.5%)
2021-10-01,2021-10-11,10,390.0,0.2715790645260104,0.25190008506413997,-0.019678979461870416,-1.9678979461870416,5825.0,5490.000000000001,334.9999999999991,-469.1555956380885,400.35220728528935,131.1287279269847,128.58566968695123,463.5856696869503,2.83495,2.8329400000000002,2.897202041950473,1.3221274902988205,456.5956521966515,0.2101785711627969,2,61.904761904761905,Earnings in 3d - forced exit (2021-10-14)
2021-12-13,2022-01-03,21,480.0,0.2554026804366836,0.2238930922798867,-0.031509588156796914,-3.1509588156796915,6159.999999999999,5640.0,519.9999999999991,-752.3075136354416,1232.643664325326,512.2080052324964,506.5395980074966,1026.5395980074957,2.8369600000000004,2.8338400000000004,6.018799275578234,2.3345179210017366,1018.5342800864939,0.19310276764176657,2,65.07936507936508,Day 21 take profit (IV -3.2%)
2022-01-05,2022-01-18,13,490.0,0.2505598257360752,0.27289180906685645,0.022331983330781235,2.2331983330781235,6500.0,7459.999999999999,-959.9999999999991,-1296.112913571545,543.8712370247544,139.96939260458458,135.03097283139596,-824.9690271686031,2.8390000000000004,2.8447600000000004,5.290140896386418,0.3909774834394032,-831.0437646520426,0.19605742481815297,2,63.49206349206349,Earnings in 1d - forced exit (2022-01-19)
2022-01-24,2022-02-08,15,460.0,0.28362463250565384,0.32596474303037687,0.04234011052472303,4.234011052472303,6830.0,8165.000000000001,-1335.000000000001,-862.0165176098653,970.6318206252079,1741.9547271831484,1737.3211475502633,402.32114755026237,2.84098,2.84899,4.987258104242602,2.1943723493005134,394.4368052009618,0.20569564464916826,2,86.5079365079365,Day 15 stop loss (IV 4.2%)
2022-02-11,2022-02-15,4,480.0,0.25685071728348013,0.2259524009608558,-0.030898316322624325,-3.0898316322624324,6805.0,6180.0,625.0,-55.482597625782034,154.38830652590485,-57.645790370933426,-58.55339227728071,566.4466077227192,2.8408300000000004,2.8370800000000003,1.2581153928808209,0.35039290267236467,560.4183048200468,0.20569564464916826,2,66.26984126984127,Day 4 take profit (IV -3.1%)
2022-02-22,2022-03-04,10,465.0,0.25692149821038557,0.3129741921172414,0.056052693906855855,5.605269390685585,6575.0,9075.0,-2500.0,-1273.699445316065,699.2325806356312,1253.6587923210088,1250.4554914064245,-1249.5445085935755,2.8394500000000003,2.8544500000000004,3.584174421493288,2.15303290911445,-1257.39144150269,0.213191960522548,2,67.06349206349206,Day 10 stop loss (IV 5.6%)
2022-05-02,2022-05-04,2,500.0,0.30363443238112237,0.26435359751835147,-0.0392808348627709,-3.9280834862770897,4072.5,3412.5,660.0,-55.19386679668679,94.63794663396865,20.467645595995997,19.727027403063317,679.7270274030633,1.4244350000000001,1.4204750000000002,1.0921548739314566,0.6135197728902277,676.2685976301731,0.18633129651846037,1,96.42857142857143,Day 2 take profit (IV -3.9%)
2022-05-05,2022-05-17,12,490.0,0.2976364269503772,0.2574349896601245,-0.04020143729025266,-4.020143729025266,4090.0000000000005,3087.5,1002.5000000000005,-259.7004899203214,397.2862304008301,-295.2775938499602,-298.5889430872493,703.9110569127512,1.4245400000000001,1.418525,3.664035718770294,0.4778038701546606,700.5901880425965,0.18633129651846037,1,96.03174603174604,Day 12 take profit (IV -4.0%)
2022-05-18,2022-06-03,16,470.0,0.301655531887466,0.2693560141530118,-0.03229951773445422,-3.229951773445422,7905.0,6345.0,1560.0,-542.7029378262133,958.9416313822493,-308.2060924953704,-312.9689333753713,1247.0310666246287,2.84743,2.83807,5.115912974219178,1.3767522700028791,1239.9688143546257,0.21063609830566365,2,96.03174603174604,Day 16 take profit (IV -3.2%)
2022-06-13,2022-06-22,9,470.0,0.3229084070514013,0.3679025348368741,0.04499412778547279,4.4994127785472795,4087.5,4110.0,-22.5,-899.8014701817815,308.7497184232065,-502.5188865576348,-505.0865466167153,-527.5865466167153,1.424525,1.42466,2.9187754833887958,0.8322935368579183,-531.2680251535733,0.21800975544442144,1,98.4126984126984,Day 9 stop loss (IV 4.5%)
2022-06-27,2022-07-12,15,505.0,0.30165888579043965,0.3122304002633301,0.010571514472890453,1.0571514472890453,7734.999999999999,6505.0,1229.999999999999,-583.0478239833186,1164.3386280159866,-387.65273328949826,-392.04231062183993,837.9576893781591,2.84641,2.83903,4.742069032294235,0.988970807879298,831.2832785702798,0.2057075658614011,2,95.63492063492063,Earnings in 3d - forced exit (2022-07-15)
2022-09-14,2022-09-26,12,510.0,0.29230546960789366,0.3401537999885541,0.04784833038066044,4.784833038066044,7734.999999999999,7794.999999999999,-60.0,-569.4441296225101,834.1746454789777,-588.5455188827752,-592.4032467337032,-652.4032467337032,2.84641,2.8467700000000002,4.209725583146015,0.40680780335895533,-658.5032345370621,0.2376166618577423,2,93.65079365079364,Day 12 stop loss (IV 4.8%)
2022-09-27,2022-10-11,14,510.0,0.33277924613287374,0.3345039654822566,0.0017247193493828417,0.17247193493828417,4225.0,3537.5,687.5,-436.3220952207352,621.5309052236785,-397.0940582259982,-401.4990893973762,286.0009106026238,1.4253500000000001,1.4212250000000002,4.755778013456541,0.353223253779207,282.8011123488446,0.2376166618577423,1,98.4126984126984,Earnings in 3d - forced exit (2022-10-14)
2023-03-10,2023-03-22,12,460.0,0.2721642109746286,0.3132829038109203,0.04111869283629166,4.111869283629166,6370.0,6615.000000000001,-245.0000000000009,-270.9886304172419,726.5822898263275,305.5266061376895,302.337414362204,57.337414362203106,2.83822,2.83969,3.541445390267671,1.235282932572808,50.4242214296303,0.22922970706606852,2,74.60317460317461,Day 12 stop loss (IV 4.1%)
2023-03-23,2023-04-05,13,470.0,0.2826496789492579,0.34368489802225655,0.06103521907299864,6.103521907299863,6800.0,9624.0,-2824.0,-1666.9071812304796,814.5819731529186,1402.7140324797954,1398.7825536137755,-1425.2174463862245,2.8408,2.8577440000000003,4.2834900103067515,2.2147374477146413,-1433.130727833939,0.2384713833109188,2,84.12698412698413,Day 13 stop loss (IV 6.1%)
2023-06-14,2023-07-11,27,460.0,0.25278996057792325,0.28361632877489096,0.030826368196967713,3.0826368196967713,6250.0,4315.0,1935.0,-1015.1116950321855,1488.0978675191232,-1089.282310481639,-1097.322683274266,837.677316725734,2.8375000000000004,2.8258900000000002,8.392224662972378,0.6411309787986801,831.3727957469355,0.19270397613018328,2,55.158730158730165,Earnings in 3d - forced exit (2023-07-14)
