entry_date,exit_date,days_held,strike,entry_iv,exit_iv,iv_change,iv_change_pct,entry_credit,exit_cost,option_pnl,gamma_pnl,theta_pnl,delta_hedge_pnl,hedge_pnl,gross_pnl,entry_tc,exit_tc,hedge_rebalance_costs,hedge_unwind_cost,net_pnl,garch_forecast,num_straddles,iv_entry_percentile,exit_reason
2020-08-31,2020-09-01,1,500.0,1.0645548602473707,1.2097862118607279,0.1452313516133572,14.52313516133572,13902.5,15355.000000000002,-1452.5000000000018,-122.78119103869469,193.52302877303367,-314.96171404383637,-315.4206081405215,-1767.9206081405232,1.4834150000000002,1.4921300000000002,0.8118594138174456,0.425325960832805,-1771.321479101356,0.46475344149159015,1,85.71428571428571,Day 1 stop loss (IV 14.5%)
2020-09-02,2020-09-09,7,450.0,1.2065089660752855,1.1099152913268213,-0.09659367474846414,-9.659367474846414,14969.999999999998,13167.500000000002,1802.4999999999964,-2512.00386709922,555.8094091187888,-2524.322738324123,-2526.396830178084,-723.8968301780878,1.4898200000000001,1.4790050000000001,2.4275395085350966,0.3564764200448994,-727.2221315981328,0.46475344149159015,1,97.67441860465115,Day 7 take profit (IV -9.7%)
2020-09-14,2020-09-15,1,420.0,1.0609002014627134,1.2054076751419889,0.14450747367927552,14.450747367927551,11610.0,13552.5,-1942.5,-245.17801039202843,171.101029915243,423.3107878263679,422.9574792240476,-1519.5425207759524,1.4696600000000002,1.4813150000000002,0.7063758648112564,0.727282311618957,-1523.2207780875713,0.3898739807940701,1,82.6086956521739,Day 1 stop loss (IV 14.5%)
2020-09-16,2020-09-18,2,420.0,1.2040013988328546,1.2509356066036403,0.04693420777078572,4.693420777078572,14350.0,14587.5,-237.5,-145.09547980962955,328.26152656083775,-134.06790527005944,-134.86358088472127,-372.3635808847213,1.4861000000000002,1.4875250000000002,1.1511907040287137,0.6859061464993114,-376.0231120312206,0.3898739807940701,1,95.74468085106383,Day 2 stop loss (IV 4.7%)
2020-09-21,2020-09-22,1,450.0,1.2095386578705372,1.1493690690839882,-0.06016958878654899,-6.016958878654899,14172.5,13067.500000000002,1104.9999999999982,-139.33040973192576,164.43319696893377,-398.1658991138386,-398.677520297699,706.3224797022992,1.485035,1.4784050000000002,0.8650445546006051,0.3813252964479687,702.9777144058513,0.3898739807940701,1,97.91666666666666,Day 1 take profit (IV -6.0%)
2021-03-08,2021-03-12,4,565.0,0.8406987520047046,0.7963008952902154,-0.04439785671448915,-4.439785671448915,12252.5,16575.0,-4322.5,-3298.970567844302,541.2317147870829,2201.308753729305,2199.8404252988075,-2122.6595747011925,1.4735150000000001,1.4994500000000002,1.820691400303846,1.6564852355906872,-2127.289024936783,0.4467587453295172,1,74.69135802469135,Day 4 take profit (IV -4.4%)
2021-03-18,2021-03-19,1,652.5,0.8120282060174168,0.7580352060483525,-0.05399299996906426,-5.399299996906426,14414.999999999998,13417.500000000002,997.4999999999964,-0.6335182384224375,157.82197799928787,20.58357876547503,20.489901611508145,1017.9899016115045,1.48649,1.4805050000000002,0.44634284784482525,0.5740669588005309,1014.4488396527039,0.5385465566727026,1,67.46987951807229,Day 1 take profit (IV -5.4%)
2021-09-30,2021-10-14,14,775.0,0.4987570832609862,0.4593207096252175,-0.03943637363576874,-3.943637363576874,10630.0,9152.5,1477.5,-177.40763671852235,1322.440474565858,765.8417351047792,762.1993572171461,2239.699357217146,1.46378,1.4549150000000002,3.994276529401554,1.230692782210366,2235.5499694349355,0.4388715509859971,1,19.841269841269842,Day 14 take profit (IV -3.9%)
2021-10-26,2021-10-28,2,1020.0,0.49180505498117266,0.5581922869958518,0.06638723201467911,6.638723201467911,12855.000000000002,15527.5,-2672.499999999998,-447.6355444971682,372.41803227426936,750.5353414979314,749.8297903389281,-1922.6702096610702,1.47713,1.493165,1.0571285657197669,1.3130836892212352,-1926.9535883502915,0.39562273973799456,1,20.634920634920633,Day 2 stop loss (IV 6.6%)
2022-03-07,2022-03-09,2,800.0,0.7027577208622354,0.6383786203485272,-0.06437910051370821,-6.437910051370821,14405.000000000002,14394.999999999998,10.000000000003638,-343.152859680609,358.79135853729406,932.1707421899728,931.465415584278,941.4654155842817,1.4864300000000001,1.4863700000000002,1.0579338615054459,1.2181164795443864,937.2744991047373,0.518589409317719,1,89.68253968253968,Day 2 take profit (IV -6.4%)
