entry_date,exit_date,days_held,strike,entry_iv,exit_iv,iv_change,iv_change_pct,entry_credit,exit_cost,option_pnl,gamma_pnl,theta_pnl,delta_hedge_pnl,hedge_pnl,gross_pnl,entry_tc,exit_tc,hedge_rebalance_costs,hedge_unwind_cost,net_pnl,garch_forecast,num_straddles,iv_entry_percentile,exit_reason
2020-07-06,2020-07-08,2,119.0,0.20636304484967052,0.28084386925567484,0.07448082440600431,7.448082440600431,7364.5,10604.0,-3239.5,-3737.3547093584048,192.9383640840636,-1497.7144075949557,-1501.7094546212538,-4741.209454621254,15.444187000000001,15.463624000000001,4.350200927918256,3.3633021969633163,-4775.480567818217,0.15455310009685774,11,50.0,Day 2 stop loss (IV 7.4%)
2020-07-09,2020-07-24,15,130.0,0.2902332807555327,0.25313017935213167,-0.037103101403401006,-3.7103101403401006,7612.5,5582.5,2030.0,-405.180570751343,1020.8950188617409,-384.73639382656813,-389.3383168262418,1640.6616831737583,9.845674999999998,9.833495,5.2126515432973015,0.7422512652496484,1620.2402619085085,0.15455310009685774,7,50.0,Day 15 take profit (IV -3.7%)
2020-07-27,2020-08-05,9,131.0,0.24817891805340164,0.29832463267247017,0.05014571461906853,5.014571461906852,7240.000000000001,7620.0,-379.9999999999991,-340.1926698352531,675.2236464586706,-333.6534178552424,-337.32538173120633,-717.3253817312054,11.243440000000001,11.24572,4.030741840502788,0.3577930468829442,-740.1723347780884,0.18315105761911626,8,50.0,Day 9 stop loss (IV 5.0%)
2020-08-06,2020-08-17,11,130.0,0.2611137156705056,0.2995679466243016,0.038454230953795965,3.8454230953795965,7859.999999999999,8036.000000000002,-176.00000000000273,-515.089658021044,678.9814680368895,517.3493416676694,514.2507815632584,338.2507815632557,11.247160000000001,11.248216000000001,3.460291627047596,2.4426034714364304,313.31280209181926,0.18315105761911626,8,50.0,Earnings in 1d - forced exit (2020-08-18)
2020-08-21,2020-08-27,6,132.0,0.22572135899272794,0.2663434079519634,0.040622048959235435,4.062204895923544,7357.500000000001,9063.0,-1705.499999999999,-1410.5248044920222,354.8730643523023,-421.30671614731085,-424.1515764863906,-2129.65157648639,12.644145000000002,12.654378000000001,3.1964288804077974,2.441734550884602,-2157.3918340372747,0.1790407927740389,9,50.0,Day 6 stop loss (IV 4.1%)
2020-08-28,2020-09-01,4,140.0,0.31493874899322755,0.40700685965719435,0.0920681106639668,9.20681106639668,7080.0,9689.999999999998,-2609.999999999998,-1344.3260938642175,193.85331382440745,-166.57282075301094,-167.98851251427928,-2777.9885125142773,8.44248,8.45814,1.7734777191702382,1.732658703559293,-2796.6217912178367,0.1790407927740389,6,50.0,Day 4 stop loss (IV 9.2%)
2020-09-02,2020-09-08,6,150.0,0.41411518887411003,0.38024828334292143,-0.033866905531188596,-3.38669055311886,6790.000000000001,6759.999999999999,30.00000000000182,-253.74867815152197,196.02028475233294,562.5704856314576,560.8041969142093,590.8041969142112,5.640740000000001,5.640560000000001,2.162593200029679,0.655253068918185,578.8676438452928,0.1790407927740389,4,50.0,Day 6 take profit (IV -3.4%)
2020-09-09,2020-09-18,9,140.0,0.3332670790597657,0.28968376512558697,-0.04358331393417875,-4.358331393417875,7800.0,6312.0,1488.0,-204.28795021046983,589.519102426567,21.111806529097137,17.70376488100132,1505.7037648810012,8.4468,8.437872,3.7636751289996027,0.5758473636362427,1488.243245517365,0.20791141887933934,6,50.0,Day 9 take profit (IV -4.4%)
2020-09-21,2020-09-25,4,137.0,0.3061337224393759,0.2708703519476835,-0.035263370491692425,-3.5263370491692427,7560.0,6300.0,1260.0,-161.75345910122422,375.14023751746396,-158.36129777546137,-160.20796638643438,1099.7920336135655,9.84536,9.8378,2.2036676568988303,0.516019625081252,1079.5928539884842,0.20791141887933934,7,50.0,Day 4 take profit (IV -3.5%)
2020-09-28,2020-10-09,11,137.0,0.2865377345401767,0.25188342295972316,-0.03465431158045357,-3.465431158045357,7122.500000000001,6548.5,574.0000000000009,-596.3805605995921,865.2805113473904,289.7387633093718,285.694445746738,859.6944457467389,9.842735,9.839291,4.402598776771587,2.592589728855953,837.419830017883,0.1701799974037598,7,50.0,Day 11 take profit (IV -3.5%)
